Entity,Code,Year,Annual reported artificial intelligence incidents and controversies
World,OWID_WRL,2012,8
World,OWID_WRL,2013,6
World,OWID_WRL,2014,13
World,OWID_WRL,2015,24
World,OWID_WRL,2016,41
World,OWID_WRL,2017,49
World,OWID_WRL,2018,45
World,OWID_WRL,2019,43
World,OWID_WRL,2020,85
World,OWID_WRL,2021,75
World,OWID_WRL,2022,101
World,OWID_WRL,2023,149
World,OWID_WRL,2024,233
